timestamp,source_vehicle,message_id,event_type
18841312773,26,1,send
18841359280,26,2,send
18841405602,26,3,send
18841423914,26,4,send
18841451198,26,5,send
18841486611,26,6,send
18841500840,26,7,send
18841511030,26,8,send
18841558407,26,9,send
18841569620,26,10,send
18841574804,26,11,send
18841601983,26,12,send
18841637182,26,13,send
18841681561,26,14,send
18841692795,26,15,send
18841744425,26,16,send
18841773744,26,17,send
18841981500,26,18,send
18842049598,26,19,send
18842116787,26,20,send
18842212871,26,21,send
18842250832,26,22,send
18842288574,26,23,send
18842364745,26,24,send
18842421172,26,25,send
18842457985,26,26,send
18842520082,26,27,send
18842563682,26,28,send
18842646710,26,29,send
18842669621,26,30,send
18842737978,26,31,send
18842812063,26,32,send
18842863216,26,33,send
18842906543,26,34,send
18842936787,26,35,send
18842990263,26,36,send
18843084685,26,37,send
18843100392,26,38,send
18843169110,26,39,send
18843204031,26,40,send
18843247501,26,41,send
18843260941,26,42,send
18843280282,26,43,send
18843334864,26,44,send
18843411481,26,45,send
18843432338,26,46,send
18843490659,26,47,send
18843580007,26,48,send
18843620702,26,49,send
18843657595,26,50,send
18843712698,26,51,send
18843780284,26,52,send
18843817370,26,53,send
18843898448,26,54,send
18843950270,26,55,send
18844021152,26,56,send
18844044315,26,57,send
18844095342,26,58,send
18844179431,26,59,send
18844200279,26,60,send
18844257204,26,61,send
18844347828,26,62,send
18844398491,26,63,send
18844425591,26,64,send
18844484956,26,65,send
18844568105,26,66,send
18844602796,26,67,send
18844639630,26,68,send
18844727250,26,69,send
18844765555,26,70,send
18844797297,26,71,send
18844838629,26,72,send
18844864150,26,73,send
18844942393,26,74,send
18844973376,26,75,send
18845020429,26,76,send
18845109443,26,77,send
18845158003,26,78,send
18845194093,26,79,send
18845279357,26,80,send
18845336079,26,81,send
18845380336,26,82,send
18845471864,26,83,send
18845498821,26,84,send
18845590397,26,85,send
18845632333,26,86,send
18845710846,26,87,send
18845824627,26,88,send
18845942489,26,89,send
18846119300,26,90,send
18846196991,26,91,send
18846254022,26,92,send
18846319327,26,93,send
18846432061,26,94,send
18846499105,26,95,send
18846546852,26,96,send
18846705760,26,97,send
18846799237,26,98,send
18846873880,26,99,send
18846992207,26,100,send
18847028123,26,101,send
18847071185,26,102,send
18847159340,26,103,send
18847189133,26,104,send
18847245520,26,105,send
18847300519,26,106,send
18847418888,26,107,send
18847450664,26,108,send
18847510729,26,109,send
18847520248,26,110,send
18847597146,26,111,send
18847680848,26,112,send
18847724398,26,113,send
18847788287,26,114,send
18847827592,26,115,send
18847878822,26,116,send
18847931976,26,117,send
18847984714,26,118,send
18848132886,26,119,send
18848196408,26,120,send
18848222027,26,121,send
18848284926,26,122,send
18848334016,26,123,send
18848380279,26,124,send
18848401649,26,125,send
18848438632,26,126,send
18848477865,26,127,send
18848511618,26,128,send
18848546646,26,129,send
18848593806,26,130,send
18848625132,26,131,send
18848699781,26,132,send
18848806020,26,133,send
18848863728,26,134,send
18848944610,26,135,send
18849010807,26,136,send
18849113512,26,137,send
18849165454,26,138,send
18849186900,26,139,send
18849211039,26,140,send
18849264650,26,141,send
18849297379,26,142,send
18849375139,26,143,send
18849450944,26,144,send
18849516276,26,145,send
18849597949,26,146,send
18849660983,26,147,send
18849729786,26,148,send
18849788991,26,149,send
18849856153,26,150,send
18849875346,26,151,send
18849912475,26,152,send
18849962472,26,153,send
18849997946,26,154,send
18850031512,26,155,send
18850053784,26,156,send
18850067402,26,157,send
18850086151,26,158,send
18850144288,26,159,send
18850185772,26,160,send
18850273452,26,161,send
18850336953,26,162,send
18850351427,26,163,send
18850370400,26,164,send
18850373057,26,165,send
18850393919,26,166,send
18850403283,26,167,send
18850439659,26,168,send
18850465553,26,169,send
18850499108,26,170,send
18850502087,26,171,send
18850503732,26,172,send
18850531192,26,173,send
18850566958,26,174,send
18850583967,26,175,send
18850613051,26,176,send
18850655341,26,177,send
18850664568,26,178,send
18850696433,26,179,send
18850713789,26,180,send
18850740290,26,181,send
18850782729,26,182,send
18850784894,26,183,send
18850818333,26,184,send
18850857018,26,185,send
18850881580,26,186,send
18850896251,26,187,send
18850930995,26,188,send
18850943846,26,189,send
18850966058,26,190,send
18851020772,26,191,send
18851055841,26,192,send
18851059989,26,193,send
18851099331,26,194,send
18851141110,26,195,send
18851168739,26,196,send
18851205468,26,197,send
18851220315,26,198,send
18851270350,26,199,send
