receive_timestamp,source_vehicle,message_id,event_type,send_timestamp,latency_us
347329389446,28,1,receive,347329389370,76
347334383646,26,2,receive,347334383393,253
347334384328,24,2,receive,347334384286,42
347335387858,14,2,receive,347335387362,496
347335388178,18,2,receive,347335387416,762
347335389718,28,2,receive,347335389569,149
347336382487,6,2,receive,347336382362,125
347336384441,12,2,receive,347336384309,132
347337383875,4,2,receive,347337383375,500
347337387887,20,2,receive,347337387432,455
347338383411,2,2,receive,347338383270,141
347338387786,16,2,receive,347338387359,427
347339382510,8,2,receive,347339382341,169
347339382872,10,2,receive,347339382734,138
347339387536,22,2,receive,347339387357,179
347339387815,30,2,receive,347339387413,402
347340384573,24,3,receive,347340384424,149
347341383902,26,3,receive,347341383675,227
347341387987,14,3,receive,347341387511,476
347341389938,28,3,receive,347341389719,219
347342387655,18,3,receive,347342387562,93
347344382743,6,3,receive,347344382536,207
347344383142,10,3,receive,347344382896,246
347344383576,2,3,receive,347344383451,125
347344387591,22,3,receive,347344387462,129
347345384675,12,3,receive,347345384460,215
347345387683,16,3,receive,347345387476,207
347345388043,30,3,receive,347345387532,511
347346388170,20,3,receive,347346387673,497
347347383814,4,3,receive,347347383627,187
347347384268,26,4,receive,347347384146,122
347347390011,28,4,receive,347347389882,129
347349382566,8,3,receive,347349382484,82
347349387752,18,4,receive,347349387721,31
347350383689,2,4,receive,347350383577,112
347350384779,24,4,receive,347350384736,43
347351382818,6,4,receive,347351382737,81
347351387655,14,4,receive,347351387615,40
347351387997,22,4,receive,347351387635,362
347352387919,20,4,receive,347352387829,90
347353384551,26,5,receive,347353384341,210
347354383509,10,4,receive,347354383009,500
347354387745,16,4,receive,347354387589,156
347354388152,30,4,receive,347354387998,154
347354388407,18,5,receive,347354388005,402
347355382878,8,4,receive,347355382694,184
347355384850,12,4,receive,347355384700,150
347355385202,24,5,receive,347355385145,57
347355390110,28,5,receive,347355390007,103
347357383071,6,5,receive,347357382977,94
347357384483,2,5,receive,347357383728,755
347357384683,4,4,receive,347357383800,883
347358385088,26,6,receive,347358384570,518
347359387943,16,5,receive,347359387720,223
347359388527,14,5,receive,347359387781,746
347360385902,24,6,receive,347360385720,182
347360387834,22,5,receive,347360387750,84
347360388344,30,5,receive,347360388205,139
347360390336,28,6,receive,347360390148,188
347361388108,20,5,receive,347361387996,112
347362383676,6,6,receive,347362383148,528
347362384069,10,5,receive,347362383181,888
347362384434,2,6,receive,347362384080,354
347363385154,12,5,receive,347363384993,161
347364388970,18,6,receive,347364388886,84
347365382950,8,5,receive,347365382850,100
347365390473,28,7,receive,347365390309,164
347366384119,4,5,receive,347366384023,96
347366388031,22,6,receive,347366387912,119
347366388414,30,6,receive,347366388353,61
347366388771,20,6,receive,347366388411,360
347368384795,2,7,receive,347368384667,128
347368385186,26,7,receive,347368384792,394
347368387953,14,6,receive,347368387914,39
347369383478,6,7,receive,347369383313,165
347369388092,16,6,receive,347369387923,169
347370385518,12,6,receive,347370385305,213
347370386028,24,7,receive,347370385970,58
347371389198,18,7,receive,347371389006,192
347372383972,10,6,receive,347372383471,501
347373383555,8,6,receive,347373383026,529
347374384384,4,6,receive,347374384191,193
347374388620,30,7,receive,347374388514,106
347374390640,28,8,receive,347374390461,179
347375383558,6,8,receive,347375383472,86
347375385568,12,7,receive,347375385512,56
347375388249,22,7,receive,347375388017,232
347376388626,20,7,receive,347376388542,84
347377384034,10,7,receive,347377383729,305
347378385102,2,8,receive,347378384821,281
347378385411,26,8,receive,347378384967,444
347378388279,14,7,receive,347378388063,216
347378388553,16,7,receive,347378388095,458
347379389170,30,8,receive,347379389039,131
