receive_timestamp,source_vehicle,message_id,event_type,send_timestamp,latency_us
347329382388,8,1,receive,347329382229,159
347329382618,6,1,receive,347329382248,370
347329383202,2,1,receive,347329383146,56
347329383403,4,1,receive,347329383246,157
347329383586,26,1,receive,347329383248,338
347329384243,24,1,receive,347329384150,93
347329384440,12,1,receive,347329384164,276
347329387314,20,1,receive,347329387217,97
347329387676,22,1,receive,347329387221,455
347329388033,16,1,receive,347329387225,808
347329388385,14,1,receive,347329387231,1154
347329388738,30,1,receive,347329387273,1465
347329389106,18,1,receive,347329387295,1811
347329389458,28,1,receive,347329389370,88
347334383920,26,2,receive,347334383393,527
347334384346,24,2,receive,347334384286,60
347335387562,14,2,receive,347335387362,200
347335388316,18,2,receive,347335387416,900
347335389698,28,2,receive,347335389569,129
347336382585,6,2,receive,347336382362,223
347336384422,12,2,receive,347336384309,113
347337383883,4,2,receive,347337383375,508
347337387650,20,2,receive,347337387432,218
347338383410,2,2,receive,347338383270,140
347338387775,16,2,receive,347338387359,416
347339382806,8,2,receive,347339382341,465
347339387562,22,2,receive,347339387357,205
347339387936,30,2,receive,347339387413,523
347340384988,24,3,receive,347340384424,564
347341383950,26,3,receive,347341383675,275
347341387629,14,3,receive,347341387511,118
347341389934,28,3,receive,347341389719,215
347342387963,18,3,receive,347342387562,401
347344382707,6,3,receive,347344382536,171
347344383594,2,3,receive,347344383451,143
347344387547,22,3,receive,347344387462,85
347345384694,12,3,receive,347345384460,234
347345388190,16,3,receive,347345387476,714
347345388465,30,3,receive,347345387532,933
347346387974,20,3,receive,347346387673,301
347347383820,4,3,receive,347347383627,193
347347384691,26,4,receive,347347384146,545
347347390053,28,4,receive,347347389882,171
347349382705,8,3,receive,347349382484,221
347349388121,18,4,receive,347349387721,400
347350384085,2,4,receive,347350383577,508
347350384853,24,4,receive,347350384736,117
347351382830,6,4,receive,347351382737,93
347351387682,14,4,receive,347351387615,67
347351387938,22,4,receive,347351387635,303
347352387931,20,4,receive,347352387829,102
347353384528,26,5,receive,347353384341,187
347354387657,16,4,receive,347354387589,68
347354388088,30,4,receive,347354387998,90
347354388467,18,5,receive,347354388005,462
347355382795,8,4,receive,347355382694,101
347355384781,12,4,receive,347355384700,81
347355385224,24,5,receive,347355385145,79
347355390214,28,5,receive,347355390007,207
347357383212,6,5,receive,347357382977,235
347357383787,2,5,receive,347357383728,59
347357384458,4,4,receive,347357383800,658
347358384680,26,6,receive,347358384570,110
347359387814,16,5,receive,347359387720,94
347359388156,14,5,receive,347359387781,375
347360385910,24,6,receive,347360385720,190
347360387807,22,5,receive,347360387750,57
347360388468,30,5,receive,347360388205,263
347360390205,28,6,receive,347360390148,57
347361388488,20,5,receive,347361387996,492
347362383264,6,6,receive,347362383148,116
347362384506,2,6,receive,347362384080,426
347363385148,12,5,receive,347363384993,155
347364389093,18,6,receive,347364388886,207
347365383002,8,5,receive,347365382850,152
347365390367,28,7,receive,347365390309,58
347366384189,4,5,receive,347366384023,166
347366388359,22,6,receive,347366387912,447
347366389067,30,6,receive,347366388353,714
347366389320,20,6,receive,347366388411,909
347368384768,2,7,receive,347368384667,101
347368385156,26,7,receive,347368384792,364
347368387961,14,6,receive,347368387914,47
347369383834,6,7,receive,347369383313,521
347369388375,16,6,receive,347369387923,452
347370385502,12,6,receive,347370385305,197
347370386046,24,7,receive,347370385970,76
347371389190,18,7,receive,347371389006,184
347373383474,8,6,receive,347373383026,448
347374384286,4,6,receive,347374384191,95
347374388582,30,7,receive,347374388514,68
347374390722,28,8,receive,347374390461,261
347375383576,6,8,receive,347375383472,104
347375385606,12,7,receive,347375385512,94
347375388111,22,7,receive,347375388017,94
347376389047,20,7,receive,347376388542,505
347378384919,2,8,receive,347378384821,98
347378385680,26,8,receive,347378384967,713
347378388250,14,7,receive,347378388063,187
347378388610,16,7,receive,347378388095,515
