timestamp,source_vehicle,message_id,event_type
373494678,314,1,send
373504574,314,2,send
373569530,314,3,send
373569659,314,4,send
373580059,314,5,send
373588256,314,6,send
373595615,314,7,send
373644860,314,8,send
373673522,314,9,send
373702774,314,10,send
373752824,314,11,send
373964911,314,12,send
374154292,314,13,send
374195757,314,14,send
374422791,314,15,send
374663746,314,16,send
374857848,314,17,send
375104625,314,18,send
375351675,314,19,send
375554423,314,20,send
375785895,314,21,send
376008848,314,22,send
376254197,314,23,send
376428944,314,24,send
376435104,314,25,send
376677087,314,26,send
376917237,314,27,send
377139925,314,28,send
377310360,314,29,send
377516695,314,30,send
377729059,314,31,send
377935529,314,32,send
