timestamp,source_vehicle,message_id,event_type
18841382195,134,1,send
18841454589,134,2,send
18841485922,134,3,send
18841497883,134,4,send
18841503120,134,5,send
18841539377,134,6,send
18841539530,134,7,send
18841544681,134,8,send
18841598435,134,9,send
18841616670,134,10,send
18841646934,134,11,send
18841708339,134,12,send
18841717575,134,13,send
18841735797,134,14,send
18841738972,134,15,send
18841758188,134,16,send
18841806614,134,17,send
18841944476,134,18,send
18842000078,134,19,send
18842103278,134,20,send
18842158021,134,21,send
18842245868,134,22,send
18842300308,134,23,send
18842352952,134,24,send
18842385451,134,25,send
18842428926,134,26,send
18842469526,134,27,send
18842517735,134,28,send
18842582361,134,29,send
18842620286,134,30,send
18842687055,134,31,send
18842752931,134,32,send
18842807763,134,33,send
18842847987,134,34,send
18842907472,134,35,send
18842956808,134,36,send
18843002442,134,37,send
18843058124,134,38,send
18843133899,134,39,send
18843186238,134,40,send
18843264051,134,41,send
18843314126,134,42,send
18843363862,134,43,send
18843409252,134,44,send
18843444301,134,45,send
18843492229,134,46,send
18843571122,134,47,send
18843619147,134,48,send
18843659487,134,49,send
18843734787,134,50,send
18843791904,134,51,send
18843857055,134,52,send
18843872183,134,53,send
18843908982,134,54,send
18843911097,134,55,send
18843947525,134,56,send
18843993165,134,57,send
18844056260,134,58,send
18844085873,134,59,send
18844112429,134,60,send
18844201079,134,61,send
18844229902,134,62,send
18844285357,134,63,send
18844347666,134,64,send
18844380829,134,65,send
18844426827,134,66,send
18844500593,134,67,send
18844536311,134,68,send
18844595562,134,69,send
18844634256,134,70,send
18844684604,134,71,send
18844741518,134,72,send
18844792931,134,73,send
18844840712,134,74,send
18844883404,134,75,send
18844973930,134,76,send
18845006051,134,77,send
18845047247,134,78,send
18845135814,134,79,send
18845152209,134,80,send
18845213248,134,81,send
18845246996,134,82,send
18845310752,134,83,send
18845371133,134,84,send
18845438612,134,85,send
18845489512,134,86,send
18845505920,134,87,send
18845570595,134,88,send
18845608148,134,89,send
18845609609,134,90,send
18845611713,134,91,send
18845659280,134,92,send
18845663460,134,93,send
18845750807,134,94,send
18845863265,134,95,send
18845913298,134,96,send
18845950142,134,97,send
18845999776,134,98,send
18846102350,134,99,send
18846163767,134,100,send
18846204069,134,101,send
18846280583,134,102,send
18846343992,134,103,send
18846454644,134,104,send
18846551244,134,105,send
18846621841,134,106,send
18846737459,134,107,send
18846771962,134,108,send
18846822356,134,109,send
18846952469,134,110,send
18847036687,134,111,send
18847087480,134,112,send
18847154197,134,113,send
18847199531,134,114,send
18847234463,134,115,send
18847345303,134,116,send
18847425589,134,117,send
18847524588,134,118,send
18847578354,134,119,send
18847671031,134,120,send
18847740557,134,121,send
18847820965,134,122,send
18847853969,134,123,send
18847904802,134,124,send
18848014471,134,125,send
18848180437,134,126,send
18848238497,134,127,send
18848267294,134,128,send
18848302344,134,129,send
18848340877,134,130,send
18848405804,134,131,send
18848463034,134,132,send
18848482949,134,133,send
18848499581,134,134,send
18848515017,134,135,send
18848535703,134,136,send
18848541527,134,137,send
18848569303,134,138,send
18848592207,134,139,send
18848607750,134,140,send
18848618450,134,141,send
18848698395,134,142,send
18848713029,134,143,send
18848763147,134,144,send
18848807604,134,145,send
18848855593,134,146,send
18848883655,134,147,send
18848942612,134,148,send
18848978909,134,149,send
18848988671,134,150,send
18849045754,134,151,send
18849083970,134,152,send
18849116607,134,153,send
18849165542,134,154,send
18849223478,134,155,send
18849369329,134,156,send
18849406915,134,157,send
18849487664,134,158,send
18849521661,134,159,send
18849561654,134,160,send
18849640596,134,161,send
18849684827,134,162,send
18849765431,134,163,send
18849824294,134,164,send
18849874459,134,165,send
18849905237,134,166,send
18849922071,134,167,send
18849942937,134,168,send
18849973511,134,169,send
18849988769,134,170,send
18850051529,134,171,send
18850131537,134,172,send
18850176870,134,173,send
18850239142,134,174,send
18850290580,134,175,send
18850307266,134,176,send
