timestamp,source_vehicle,message_id,event_type
373573358,942,1,send
373736483,942,2,send
373760354,942,3,send
373888830,942,4,send
374128919,942,5,send
374352486,942,6,send
374617549,942,7,send
374846948,942,8,send
375154931,942,9,send
375351845,942,10,send
375574295,942,11,send
375811303,942,12,send
376049043,942,13,send
376267627,942,14,send
376317800,942,15,send
376561470,942,16,send
376814335,942,17,send
377040261,942,18,send
377266007,942,19,send
377490589,942,20,send
377708359,942,21,send
377967538,942,22,send
