timestamp,source_vehicle,message_id,event_type
18841537877,148,1,send
18841574296,148,2,send
18841813422,148,3,send
18841888404,148,4,send
18841938793,148,5,send
18841981399,148,6,send
18842026790,148,7,send
18842034028,148,8,send
18842071389,148,9,send
18842170108,148,10,send
18842175307,148,11,send
18842211651,148,12,send
18842265954,148,13,send
18842315235,148,14,send
18842403130,148,15,send
18842455502,148,16,send
18842478833,148,17,send
18842511525,148,18,send
18842575294,148,19,send
18842640063,148,20,send
18842669311,148,21,send
18842695148,148,22,send
18842765319,148,23,send
18842809836,148,24,send
18842875787,148,25,send
18842917263,148,26,send
18842966475,148,27,send
18843000374,148,28,send
18843077988,148,29,send
18843129346,148,30,send
18843190855,148,31,send
18843227380,148,32,send
18843308905,148,33,send
18843323409,148,34,send
18843361705,148,35,send
18843401107,148,36,send
18843473104,148,37,send
18843485651,148,38,send
18843541358,148,39,send
18843603987,148,40,send
18843673445,148,41,send
18843738035,148,42,send
18843757389,148,43,send
18843827546,148,44,send
18843854854,148,45,send
18843909963,148,46,send
18843966121,148,47,send
18844052492,148,48,send
18844057631,148,49,send
18844145431,148,50,send
18844159484,148,51,send
18844161596,148,52,send
18844242505,148,53,send
18844282074,148,54,send
18844337428,148,55,send
18844409347,148,56,send
18844456971,148,57,send
18844519979,148,58,send
18844541646,148,59,send
18844606358,148,60,send
18844672104,148,61,send
18844694515,148,62,send
18844761030,148,63,send
18844782966,148,64,send
18844851099,148,65,send
18844884964,148,66,send
18844934378,148,67,send
18844961583,148,68,send
18844995024,148,69,send
18845013118,148,70,send
18845076913,148,71,send
18845100099,148,72,send
18845176765,148,73,send
18845225118,148,74,send
18845311653,148,75,send
18845354858,148,76,send
18845390805,148,77,send
18845451018,148,78,send
18845522170,148,79,send
18845579308,148,80,send
18845607517,148,81,send
18845679531,148,82,send
18845739886,148,83,send
18845782790,148,84,send
18845922261,148,85,send
18845972826,148,86,send
18846036217,148,87,send
18846105503,148,88,send
18846129177,148,89,send
18846212052,148,90,send
18846250625,148,91,send
18846292988,148,92,send
18846345129,148,93,send
18846376256,148,94,send
18846400907,148,95,send
18846441919,148,96,send
18846483257,148,97,send
18846542838,148,98,send
18846621794,148,99,send
18846644377,148,100,send
18846721776,148,101,send
18846762831,148,102,send
18846809941,148,103,send
18846892473,148,104,send
18846930241,148,105,send
18846973409,148,106,send
18847020828,148,107,send
18847070958,148,108,send
18847133875,148,109,send
18847186268,148,110,send
18847225813,148,111,send
18847290520,148,112,send
18847361897,148,113,send
18847424862,148,114,send
18847452074,148,115,send
18847510570,148,116,send
18847538242,148,117,send
18847593424,148,118,send
18847613678,148,119,send
18847621878,148,120,send
18847631166,148,121,send
18847666901,148,122,send
18847704210,148,123,send
18847717024,148,124,send
18847785917,148,125,send
18847846950,148,126,send
18847914017,148,127,send
18847933267,148,128,send
18847967590,148,129,send
18848019313,148,130,send
18848067512,148,131,send
18848113328,148,132,send
18848130382,148,133,send
18848159277,148,134,send
18848189139,148,135,send
18848229819,148,136,send
18848241856,148,137,send
18848288719,148,138,send
18848298466,148,139,send
18848337230,148,140,send
18848384977,148,141,send
18848427133,148,142,send
18848458487,148,143,send
18848512441,148,144,send
18848539075,148,145,send
18848590768,148,146,send
18848647794,148,147,send
18848679845,148,148,send
18848736316,148,149,send
18848772146,148,150,send
18848842998,148,151,send
18848875961,148,152,send
18848900230,148,153,send
18848924137,148,154,send
18848973895,148,155,send
18848979604,148,156,send
18849027532,148,157,send
18849054583,148,158,send
18849079292,148,159,send
18849133195,148,160,send
18849183647,148,161,send
18849224173,148,162,send
18849266528,148,163,send
