timestamp,source_vehicle,message_id,event_type
373635717,386,1,send
373656029,386,2,send
373698072,386,3,send
373740352,386,4,send
373743042,386,5,send
373790491,386,6,send
373839210,386,7,send
374089838,386,8,send
374347206,386,9,send
374582211,386,10,send
374818278,386,11,send
375088722,386,12,send
375342024,386,13,send
375595566,386,14,send
375845812,386,15,send
376096548,386,16,send
376334403,386,17,send
376615281,386,18,send
376844237,386,19,send
377102400,386,20,send
377306921,386,21,send
377538700,386,22,send
377747835,386,23,send
377993091,386,24,send
378232070,386,25,send
378460352,386,26,send
378626067,386,27,send
378633955,386,28,send
378863283,386,29,send
378999408,386,30,send
379020323,386,31,send
