timestamp,source_vehicle,message_id,event_type
373642848,720,1,send
373896073,720,2,send
373942994,720,3,send
374202950,720,4,send
374816302,720,5,send
375127540,720,6,send
375271439,720,7,send
375573489,720,8,send
375958057,720,9,send
376290296,720,10,send
376516079,720,11,send
376779788,720,12,send
377028149,720,13,send
377254334,720,14,send
377466980,720,15,send
377713409,720,16,send
377969824,720,17,send
378182284,720,18,send
378406693,720,19,send
378622854,720,20,send
378830738,720,21,send
379002227,720,22,send
379224022,720,23,send
379376317,720,24,send
379583610,720,25,send
379733629,720,26,send
379883620,720,27,send
380016718,720,28,send
380149334,720,29,send
380273569,720,30,send
380383819,720,31,send
380520521,720,32,send
380661815,720,33,send
380753737,720,34,send
380863691,720,35,send
381007724,720,36,send
381132220,720,37,send
