timestamp,source_vehicle,message_id,event_type
373658662,978,1,send
373943835,978,2,send
374260170,978,3,send
374469777,978,4,send
374708105,978,5,send
374988578,978,6,send
375209156,978,7,send
375451904,978,8,send
375666537,978,9,send
375955219,978,10,send
376162027,978,11,send
376423356,978,12,send
376637622,978,13,send
376894704,978,14,send
377122848,978,15,send
377369164,978,16,send
377643610,978,17,send
377852236,978,18,send
378073745,978,19,send
378283665,978,20,send
378485593,978,21,send
378691780,978,22,send
378883409,978,23,send
379061256,978,24,send
379262783,978,25,send
379447837,978,26,send
379597212,978,27,send
379763366,978,28,send
379945315,978,29,send
380083559,978,30,send
380200812,978,31,send
380343644,978,32,send
380495810,978,33,send
380590720,978,34,send
380723954,978,35,send
380834204,978,36,send
380952978,978,37,send
381056421,978,38,send
381195404,978,39,send
381275012,978,40,send
381388296,978,41,send
381483439,978,42,send
381595132,978,43,send
381629819,978,44,send
381650017,978,45,send
381731368,978,46,send
381828625,978,47,send
381928154,978,48,send
381971848,978,49,send
382058249,978,50,send
382151529,978,51,send
382240864,978,52,send
382292707,978,53,send
382326057,978,54,send
