receive_timestamp,source_vehicle,message_id,event_type,send_timestamp,latency_us
262794688595,590,1,receive,262794679633,8962
262794689282,170,1,receive,262794680405,8877
262794689865,226,1,receive,262794680969,8896
262794690421,364,1,receive,262794682340,8081
262794690977,10,1,receive,262794651651,39326
262794691516,88,1,receive,262794684352,7164
262794757071,134,1,receive,262794684917,72154
262794757680,358,1,receive,262794685038,72642
262794758285,120,1,receive,262794685420,72865
262794758881,758,1,receive,262794685979,72902
262794759402,166,1,receive,262794688499,70903
262794759969,208,1,receive,262794691855,68114
262794948069,344,1,receive,262794693037,255032
262794948694,832,1,receive,262794694048,254646
262794949311,794,1,receive,262794695138,254173
262794949927,442,1,receive,262794697452,252475
262794950524,450,1,receive,262794698023,252501
262794951136,162,1,receive,262794700773,250363
262794951745,802,1,receive,262794702973,248772
262795077904,812,1,receive,262794703956,373948
262795078560,834,1,receive,262794704045,374515
262795079221,126,1,receive,262794705053,374168
262795079867,824,1,receive,262794709244,370623
262795184084,818,1,receive,262794710825,473259
262795184761,552,1,receive,262794712774,471987
262795185393,752,1,receive,262794715035,470358
262795186067,274,1,receive,262794718059,468008
262795211240,830,1,receive,262794719284,491956
262795211918,480,1,receive,262794719296,492622
262795300368,822,1,receive,262794719860,580508
262795301025,618,1,receive,262794721795,579230
262795301700,520,1,receive,262794730338,571362
262795332711,630,1,receive,262794730659,602052
262795415823,500,1,receive,262794731099,684724
262795416493,526,1,receive,262794732762,683731
262795417151,348,1,receive,262794733707,683444
262795417812,508,1,receive,262794734772,683040
262795418483,836,1,receive,262794737218,681265
262795516393,792,1,receive,262794738039,778354
262795517070,762,1,receive,262794738054,779016
262795517747,820,1,receive,262794738579,779168
262795518427,168,1,receive,262794739068,779359
262795519113,454,1,receive,262794739055,780058
262795623849,354,1,receive,262794739204,884645
262795624507,840,1,receive,262794739718,884789
262795625159,388,1,receive,262794699467,925692
262795625835,488,1,receive,262794741721,884114
262795626513,92,1,receive,262794651844,974669
262795731388,816,1,receive,262794745511,985877
262795732082,202,1,receive,262794745539,986543
262795739891,244,1,receive,262794745732,994159
262795769411,212,1,receive,262794749217,1020194
262795770105,432,1,receive,262794657302,1112803
262795770781,178,1,receive,262794679202,1091579
262795855501,352,1,receive,262794747193,1108308
262795856197,610,1,receive,262794753207,1102990
262795856882,634,1,receive,262794756062,1100820
262795857572,540,1,receive,262794759061,1098511
262795858224,786,1,receive,262794759277,1098947
262795858877,494,1,receive,262794759442,1099435
262795979267,482,1,receive,262794759783,1219484
262795980090,838,1,receive,262794760973,1219117
262795980759,736,1,receive,262794761059,1219700
262795981433,712,1,receive,262794765916,1215517
262796073427,606,1,receive,262794767049,1306378
262796074093,594,1,receive,262794771037,1303056
262796074751,62,1,receive,262794771460,1303291
262796075432,236,1,receive,262794669024,1406408
262796076118,356,1,receive,262794775038,1301080
262796076763,724,1,receive,262794775084,1301679
262796179465,722,1,receive,262794775712,1403753
262796180165,788,1,receive,262794776734,1403431
262796180852,638,1,receive,262794777049,1403803
262796181527,466,1,receive,262794779063,1402464
262796182210,754,1,receive,262794779855,1402355
262796182888,744,1,receive,262794782098,1400790
262796306860,718,1,receive,262794784101,1522759
262796307537,58,1,receive,262794634580,1672957
262796308237,852,1,receive,262794785938,1522299
262796308921,842,1,receive,262794787098,1521823
262796309609,140,1,receive,262794705034,1604575
262796452752,874,1,receive,262794790712,1662040
262796453409,608,1,receive,262794791047,1662362
262796454069,740,1,receive,262794791185,1662884
262796454748,862,1,receive,262794791404,1663344
262796455436,586,1,receive,262794773034,1682402
262796578065,680,1,receive,262794800964,1777101
262796578753,556,1,receive,262794801210,1777543
262796579441,80,1,receive,262794753077,1826364
262796580147,810,1,receive,262794800687,1779460
262796580813,682,1,receive,262794803273,1777540
262796689035,848,1,receive,262794804357,1884678
262796689714,688,1,receive,262794805146,1884568
262796690400,670,1,receive,262794805425,1884975
262796691083,706,1,receive,262794805754,1885329
262796691769,532,1,receive,262794804039,1887730
262796790059,866,1,receive,262794807290,1982769
262796790719,846,1,receive,262794808433,1982286
262796791369,700,1,receive,262794808661,1982708
262796792033,666,1,receive,262794808832,1983201
262796792695,726,1,receive,262794809152,1983543
262796889602,886,1,receive,262794809654,2079948
262796890286,280,1,receive,262794804038,2086248
262796890947,534,1,receive,262794810019,2080928
262796891606,742,1,receive,262794810046,2081560
262796892266,734,1,receive,262794805975,2086291
262796892922,738,1,receive,262794804564,2088358
262797038949,578,1,receive,262794813571,2225378
262797039638,614,1,receive,262794818064,2221574
262797040316,766,1,receive,262794818592,2221724
262797040997,814,1,receive,262794819547,2221450
262797041687,760,1,receive,262794820818,2220869
262797174251,620,1,receive,262794817830,2356421
262797174904,864,1,receive,262794816273,2358631
262797175553,612,1,receive,262794824582,2350971
262797176211,768,1,receive,262794826059,2350152
262797176875,472,1,receive,262794824203,2352672
262797268877,890,1,receive,262794828041,2440836
262797269553,902,1,receive,262794828444,2441109
262797270236,878,1,receive,262794829373,2440863
262797270912,558,1,receive,262794826751,2444161
262797386689,882,1,receive,262794827769,2558920
262797387354,730,1,receive,262794831114,2556240
262797388011,780,1,receive,262794831798,2556213
262797388688,32,1,receive,262794664030,2724658
262797389367,174,1,receive,262794707028,2682339
262797505532,538,1,receive,262794831395,2674137
262797506187,774,1,receive,262794834551,2671636
262797506839,782,1,receive,262794831156,2675683
262797507496,636,1,receive,262794835757,2671739
262797508152,230,1,receive,262794836017,2672135
262797508822,568,1,receive,262794828903,2679919
262797641506,276,1,receive,262794718788,2922718
262797642180,184,1,receive,262794837518,2804662
262797642862,888,1,receive,262794838015,2804847
262797666373,708,1,receive,262794823509,2842864
262797747315,704,1,receive,262794836511,2910804
262797747996,536,1,receive,262794827439,2920557
262797748679,884,1,receive,262794818675,2930004
262797754341,880,1,receive,262794828803,2925538
262797754994,856,1,receive,262794841630,2913364
262797837796,674,1,receive,262794842731,2995065
262797838456,678,1,receive,262794849031,2989425
262797839112,868,1,receive,262794833809,3005303
262797839768,698,1,receive,262794848604,2991164
262797840439,806,1,receive,262794853081,2987358
262797982895,778,1,receive,262794855512,3127383
262797983540,720,1,receive,262794843242,3140298
262797984210,844,1,receive,262794842017,3142193
262797984864,900,1,receive,262794839300,3145564
262797985537,464,1,receive,262794827781,3157756
262798103295,804,1,receive,262794860983,3242312
262798103972,444,1,receive,262794861645,3242327
262798104650,790,1,receive,262794850137,3254513
262798105330,896,1,receive,262794858653,3246677
262798106004,870,1,receive,262794831029,3274975
262798106661,912,1,receive,262794858038,3248623
262798238930,116,1,receive,262794852130,3386800
262798239588,716,1,receive,262794853883,3385705
262798240251,876,1,receive,262794852260,3387991
262798240920,732,1,receive,262794852037,3388883
262798356170,854,1,receive,262794864460,3491710
262798356820,914,1,receive,262794874858,3481962
262798357483,828,1,receive,262794871988,3485495
262798358160,910,1,receive,262794873486,3484674
262798358839,892,1,receive,262794863422,3495417
262798481102,600,1,receive,262794874615,3606487
262798481753,124,2,receive,262794780600,3701153
262798482422,924,1,receive,262794879157,3603265
262798483107,918,1,receive,262794884191,3598916
262798483768,858,1,receive,262794875062,3608706
262798602282,628,2,receive,262794887482,3714800
262798602932,222,1,receive,262794858074,3744858
