timestamp,source_vehicle,message_id,event_type
373337608,766,1,send
373397603,766,2,send
373459094,766,3,send
373476408,766,4,send
373519206,766,5,send
373563075,766,6,send
373739246,766,7,send
373950618,766,8,send
374189982,766,9,send
374422280,766,10,send
374661264,766,11,send
374919812,766,12,send
375123765,766,13,send
375393939,766,14,send
375604518,766,15,send
375812266,766,16,send
376070420,766,17,send
376322657,766,18,send
376551137,766,19,send
376780615,766,20,send
377006160,766,21,send
377251353,766,22,send
377460954,766,23,send
377710198,766,24,send
377896561,766,25,send
378113057,766,26,send
378326832,766,27,send
378503253,766,28,send
378692171,766,29,send
378923378,766,30,send
