timestamp,source_vehicle,message_id,event_type
18841326788,70,1,send
18841327272,70,2,send
18841399851,70,3,send
18841404117,70,4,send
18841447520,70,5,send
18841465807,70,6,send
18841505238,70,7,send
18841522470,70,8,send
18841540685,70,9,send
18841551916,70,10,send
18841565166,70,11,send
18841595721,70,12,send
18841613963,70,13,send
18841741386,70,14,send
18841883243,70,15,send
18841983771,70,16,send
18842077266,70,17,send
18842122646,70,18,send
18842168502,70,19,send
18842250899,70,20,send
18842312195,70,21,send
18842368798,70,22,send
18842418838,70,23,send
18842464167,70,24,send
18842504409,70,25,send
18842527618,70,26,send
18842577210,70,27,send
18842626435,70,28,send
18842691135,70,29,send
18842724694,70,30,send
18842771681,70,31,send
18842811451,70,32,send
18842877637,70,33,send
18842946526,70,34,send
18842980618,70,35,send
18843049564,70,36,send
18843103279,70,37,send
18843118111,70,38,send
18843172913,70,39,send
18843216793,70,40,send
18843291751,70,41,send
18843327401,70,42,send
18843386333,70,43,send
18843447077,70,44,send
18843505116,70,45,send
18843524223,70,46,send
18843586946,70,47,send
18843643749,70,48,send
18843717628,70,49,send
18843725669,70,50,send
18843806543,70,51,send
18843825034,70,52,send
18843826384,70,53,send
18843857634,70,54,send
18843878907,70,55,send
18843924320,70,56,send
18843974714,70,57,send
18844016049,70,58,send
18844066927,70,59,send
18844094231,70,60,send
18844172750,70,61,send
18844223775,70,62,send
18844236088,70,63,send
18844309582,70,64,send
18844340555,70,65,send
18844434363,70,66,send
18844437241,70,67,send
18844472795,70,68,send
18844520676,70,69,send
18844569641,70,70,send
18844580658,70,71,send
18844645430,70,72,send
18844696354,70,73,send
18844759076,70,74,send
18844828977,70,75,send
18844853791,70,76,send
18844921490,70,77,send
18844969688,70,78,send
18845014291,70,79,send
18845081596,70,80,send
18845106562,70,81,send
18845152597,70,82,send
18845240563,70,83,send
18845288147,70,84,send
18845294514,70,85,send
18845299972,70,86,send
18845347753,70,87,send
18845413145,70,88,send
18845481004,70,89,send
18845536230,70,90,send
18845561984,70,91,send
18845603324,70,92,send
18845679141,70,93,send
18845770996,70,94,send
18845786573,70,95,send
18845891016,70,96,send
18845962891,70,97,send
18846011870,70,98,send
18846177094,70,99,send
18846244733,70,100,send
18846311142,70,101,send
18846329281,70,102,send
18846337279,70,103,send
18846409251,70,104,send
18846536732,70,105,send
18846602899,70,106,send
18846690703,70,107,send
18846736250,70,108,send
18846792043,70,109,send
18846889816,70,110,send
18846933528,70,111,send
18847025234,70,112,send
18847074769,70,113,send
18847159521,70,114,send
18847221015,70,115,send
