timestamp,source_vehicle,message_id,event_type
373730497,856,1,send
373943620,856,2,send
374159895,856,3,send
374190190,856,4,send
374399650,856,5,send
374637903,856,6,send
374883232,856,7,send
374901288,856,8,send
375127163,856,9,send
375418834,856,10,send
375644458,856,11,send
375885876,856,12,send
376169766,856,13,send
376381090,856,14,send
376631793,856,15,send
376920230,856,16,send
377157142,856,17,send
377377790,856,18,send
377638548,856,19,send
377875946,856,20,send
378113626,856,21,send
