receive_timestamp,source_vehicle,message_id,event_type,send_timestamp,latency_us
347329387325,22,1,receive,347329387221,104
347329387607,16,1,receive,347329387225,382
347329387852,14,1,receive,347329387231,621
347329388102,30,1,receive,347329387273,829
347329388341,18,1,receive,347329387295,1046
347329389416,28,1,receive,347329389370,46
347334383640,26,2,receive,347334383393,247
347334384329,24,2,receive,347334384286,43
347335387446,14,2,receive,347335387362,84
347335387807,18,2,receive,347335387416,391
347335389616,28,2,receive,347335389569,47
347336382613,6,2,receive,347336382362,251
347336384706,12,2,receive,347336384309,397
347337383571,4,2,receive,347337383375,196
347338383487,2,2,receive,347338383270,217
347338387521,16,2,receive,347338387359,162
347339382419,8,2,receive,347339382341,78
347339382948,10,2,receive,347339382734,214
347339387534,22,2,receive,347339387357,177
347339387807,30,2,receive,347339387413,394
347340384556,24,3,receive,347340384424,132
347341384221,26,3,receive,347341383675,546
347341387628,14,3,receive,347341387511,117
347341389855,28,3,receive,347341389719,136
347342388019,18,3,receive,347342387562,457
347344382626,6,3,receive,347344382536,90
347344383283,10,3,receive,347344382896,387
347344383595,2,3,receive,347344383451,144
347344387891,22,3,receive,347344387462,429
347345384651,12,3,receive,347345384460,191
347345388164,16,3,receive,347345387476,688
347345388419,30,3,receive,347345387532,887
347347383822,4,3,receive,347347383627,195
347347384495,26,4,receive,347347384146,349
347347390062,28,4,receive,347347389882,180
347349382569,8,3,receive,347349382484,85
347349387760,18,4,receive,347349387721,39
347350383681,2,4,receive,347350383577,104
347350384791,24,4,receive,347350384736,55
347351382830,6,4,receive,347351382737,93
347351387740,14,4,receive,347351387615,125
347351388121,22,4,receive,347351387635,486
347353384539,26,5,receive,347353384341,198
347354383189,10,4,receive,347354383009,180
347354387756,16,4,receive,347354387589,167
347354388671,18,5,receive,347354388005,666
347354388928,30,4,receive,347354387998,930
347355382778,8,4,receive,347355382694,84
347355384898,12,4,receive,347355384700,198
347355385265,24,5,receive,347355385145,120
347355390186,28,5,receive,347355390007,179
347357383211,6,5,receive,347357382977,234
347357383776,2,5,receive,347357383728,48
347357384058,4,4,receive,347357383800,258
347358384663,26,6,receive,347358384570,93
347359387801,16,5,receive,347359387720,81
347359388153,14,5,receive,347359387781,372
347360386241,24,6,receive,347360385720,521
347360388202,22,5,receive,347360387750,452
347360388452,30,5,receive,347360388205,247
347360390342,28,6,receive,347360390148,194
347362383346,6,6,receive,347362383148,198
347362384576,10,5,receive,347362383181,1395
347362384839,2,6,receive,347362384080,759
347363385179,12,5,receive,347363384993,186
347364389036,18,6,receive,347364388886,150
347365382983,8,5,receive,347365382850,133
347365390369,28,7,receive,347365390309,60
347366384253,4,5,receive,347366384023,230
347366388083,22,6,receive,347366387912,171
347366388430,30,6,receive,347366388353,77
347368384885,2,7,receive,347368384667,218
347368385268,26,7,receive,347368384792,476
347368388099,14,6,receive,347368387914,185
347369383475,6,7,receive,347369383313,162
347369388399,16,6,receive,347369387923,476
347370385468,12,6,receive,347370385305,163
347370386016,24,7,receive,347370385970,46
347371389238,18,7,receive,347371389006,232
347372383692,10,6,receive,347372383471,221
347373383267,8,6,receive,347373383026,241
347374384744,4,6,receive,347374384191,553
347374388711,30,7,receive,347374388514,197
347374391045,28,8,receive,347374390461,584
347375383566,6,8,receive,347375383472,94
347375385797,12,7,receive,347375385512,285
347375388241,22,7,receive,347375388017,224
347377383901,10,7,receive,347377383729,172
347378385580,2,8,receive,347378384821,759
347378385851,26,8,receive,347378384967,884
347378388102,14,7,receive,347378388063,39
347378388473,16,7,receive,347378388095,378
