timestamp,source_vehicle,message_id,event_type
373641356,808,1,send
373641587,808,2,send
373700403,808,3,send
373771109,808,4,send
373801019,808,5,send
374029248,808,6,send
374176847,808,7,send
374374360,808,8,send
374636333,808,9,send
374830928,808,10,send
375059885,808,11,send
375323553,808,12,send
375568622,808,13,send
375752379,808,14,send
376007152,808,15,send
376210275,808,16,send
376430712,808,17,send
376661506,808,18,send
376923998,808,19,send
377123856,808,20,send
377305495,808,21,send
377541147,808,22,send
377758008,808,23,send
377979054,808,24,send
378211181,808,25,send
378409049,808,26,send
378565553,808,27,send
378726994,808,28,send
378740668,808,29,send
378937133,808,30,send
379068825,808,31,send
379214470,808,32,send
379217625,808,33,send
379402907,808,34,send
379495584,808,35,send
379661407,808,36,send
379786709,808,37,send
379933004,808,38,send
380062991,808,39,send
380163195,808,40,send
380290114,808,41,send
380425338,808,42,send
380528227,808,43,send
380606648,808,44,send
380731058,808,45,send
380865046,808,46,send
380956944,808,47,send
381085972,808,48,send
381164600,808,49,send
381209446,808,50,send
381269128,808,51,send
381295136,808,52,send
381392886,808,53,send
381445927,808,54,send
381503311,808,55,send
381581201,808,56,send
381663771,808,57,send
381757590,808,58,send
381844839,808,59,send
381907997,808,60,send
382035080,808,61,send
382062571,808,62,send
382073262,808,63,send
382143954,808,64,send
382272395,808,65,send
382338766,808,66,send
382380344,808,67,send
382437702,808,68,send
382477114,808,69,send
382510123,808,70,send
382575683,808,71,send
382624550,808,72,send
382683230,808,73,send
382715794,808,74,send
382791632,808,75,send
382829218,808,76,send
382882390,808,77,send
382917911,808,78,send
382975481,808,79,send
382989531,808,80,send
383023398,808,81,send
383042199,808,82,send
383127242,808,83,send
383174400,808,84,send
383207048,808,85,send
383242391,808,86,send
383280899,808,87,send
383332642,808,88,send
383340606,808,89,send
