timestamp,source_vehicle,message_id,event_type
373403711,580,1,send
373745816,580,2,send
373747752,580,3,send
373752181,580,4,send
373759728,580,5,send
374002665,580,6,send
374256653,580,7,send
374462827,580,8,send
374813063,580,9,send
375003547,580,10,send
375224414,580,11,send
375480198,580,12,send
375773598,580,13,send
376006540,580,14,send
376047612,580,15,send
376300484,580,16,send
376556601,580,17,send
376789183,580,18,send
377042823,580,19,send
377252578,580,20,send
377498503,580,21,send
377733126,580,22,send
377997912,580,23,send
378254013,580,24,send
378454665,580,25,send
378677079,580,26,send
378858130,580,27,send
379048860,580,28,send
379244811,580,29,send
379413563,580,30,send
379551932,580,31,send
379589873,580,32,send
379726466,580,33,send
379888120,580,34,send
380034821,580,35,send
380208725,580,36,send
380338906,580,37,send
380468554,580,38,send
380562385,580,39,send
380720116,580,40,send
380851945,580,41,send
380939293,580,42,send
381049435,580,43,send
381143702,580,44,send
381151718,580,45,send
