timestamp,source_vehicle,message_id,event_type
373640053,494,1,send
374089855,494,2,send
374356265,494,3,send
374557889,494,4,send
374847087,494,5,send
375101462,494,6,send
375320308,494,7,send
375522049,494,8,send
375797827,494,9,send
376021904,494,10,send
376266965,494,11,send
376484921,494,12,send
376735450,494,13,send
376926283,494,14,send
377162415,494,15,send
377411481,494,16,send
377618562,494,17,send
377816504,494,18,send
377822698,494,19,send
378089061,494,20,send
378285482,494,21,send
378510720,494,22,send
378702320,494,23,send
378898948,494,24,send
379091990,494,25,send
379280729,494,26,send
379323045,494,27,send
379479953,494,28,send
379653425,494,29,send
379839379,494,30,send
379989835,494,31,send
380134725,494,32,send
380284375,494,33,send
380432280,494,34,send
380567940,494,35,send
380645800,494,36,send
380824505,494,37,send
380909273,494,38,send
381027424,494,39,send
381151885,494,40,send
381318867,494,41,send
381411221,494,42,send
381501469,494,43,send
381595676,494,44,send
381666931,494,45,send
381748308,494,46,send
381833016,494,47,send
381910116,494,48,send
381974647,494,49,send
382067726,494,50,send
382114873,494,51,send
382204128,494,52,send
382246491,494,53,send
