timestamp,source_vehicle,message_id,event_type
347329389370,28,1,send
347335389569,28,2,send
347341389719,28,3,send
347347389882,28,4,send
347355390007,28,5,send
347360390148,28,6,send
347365390309,28,7,send
347374390461,28,8,send
