receive_timestamp,source_vehicle,message_id,event_type,send_timestamp,latency_us
373745175,12,5,receive,373315677,429498
373745622,138,1,receive,373345262,400360
373746049,626,1,receive,373345494,400555
373746464,110,3,receive,373345744,400720
373746873,590,5,receive,373345797,401076
373747258,782,1,receive,373346124,401134
373747644,290,1,receive,373311159,436485
373748061,160,3,receive,373346421,401640
373748482,964,1,receive,373346825,401657
373748885,96,4,receive,373346856,402029
373749276,432,2,receive,373347684,401592
373749687,670,2,receive,373349026,400661
373950136,632,2,receive,373350024,600112
373950659,106,3,receive,373351343,599316
373951067,708,1,receive,373351772,599295
373951489,158,2,receive,373351916,599573
373951901,150,4,receive,373352784,599117
373952418,284,1,receive,373353815,598603
373952828,70,5,receive,373288342,664486
373953239,426,3,receive,373354781,598458
373953662,868,2,receive,373354805,598857
373954074,206,3,receive,373355353,598721
373954514,730,1,receive,373355393,599121
373954927,1000,1,receive,373355649,599278
373955335,382,1,receive,373356097,599238
373955744,320,3,receive,373357048,598696
373956139,80,2,receive,373357455,598684
373956568,36,2,receive,373357977,598591
373956982,56,3,receive,373241375,715607
373957396,490,1,receive,373358269,599127
373957807,400,3,receive,373358854,598953
373958240,554,1,receive,373359320,598920
373958640,598,1,receive,373359649,598991
373959050,212,1,receive,373360429,598621
373959457,104,5,receive,373360476,598981
373959870,818,2,receive,373360893,598977
374460622,128,5,receive,373361359,1099263
374461168,764,1,receive,373362713,1098455
374461549,190,1,receive,373362713,1098836
374461920,210,2,receive,373363083,1098837
374462590,230,3,receive,373364522,1098068
374463017,778,4,receive,373364429,1098588
374463433,592,1,receive,373364608,1098825
374463852,488,1,receive,373367149,1096703
374464366,426,4,receive,373367583,1096783
374464788,332,1,receive,373367726,1097062
374690707,354,1,receive,373368455,1322252
374691186,114,5,receive,373368894,1322292
374691762,582,1,receive,373368957,1322805
374692228,86,4,receive,373369044,1323184
374692698,640,1,receive,373369448,1323250
374693174,166,2,receive,373358761,1334413
374693621,300,1,receive,373370044,1323577
374694082,192,1,receive,373370182,1323900
374694537,712,1,receive,373370313,1324224
374695001,486,3,receive,373371338,1323663
374926949,130,3,receive,373309045,1617904
374927415,524,1,receive,373374149,1553266
374928006,130,4,receive,373373933,1554073
374928476,530,1,receive,373374600,1553876
374928970,436,1,receive,373374829,1554141
374929439,130,5,receive,373375029,1554410
374929896,636,2,receive,373376013,1553883
374930373,90,5,receive,373376866,1553507
374931004,508,1,receive,373376887,1554117
374931487,130,6,receive,373376476,1555011
375154402,972,2,receive,373377276,1777126
375154899,426,5,receive,373377644,1777255
375155527,634,3,receive,373378345,1777182
375155985,918,1,receive,373378463,1777522
375156455,618,1,receive,373379066,1777389
375156921,166,3,receive,373380013,1776908
375157398,112,2,receive,373285041,1872357
375157932,8,5,receive,373278178,1879754
375158397,196,6,receive,373381922,1776475
375382400,868,3,receive,373382063,2000337
375382801,90,6,receive,373382316,2000485
375383273,340,1,receive,373296934,2086339
375383698,400,4,receive,373382781,2000917
375384067,432,3,receive,373383008,2001059
375384430,486,4,receive,373383975,2000455
375384793,126,2,receive,373305048,2079745
375385169,222,1,receive,373375932,2009237
375385832,316,1,receive,373386209,1999623
375386292,486,5,receive,373386787,1999505
375386770,730,2,receive,373387278,1999492
375387220,2,5,receive,373273391,2113829
375617137,154,3,receive,373388709,2228428
375617582,734,1,receive,373389539,2228043
375619578,444,1,receive,373334200,2285378
375620014,638,1,receive,373371725,2248289
375620448,436,2,receive,373390018,2230430
375620933,492,2,receive,373390020,2230913
375621340,366,1,receive,373390145,2231195
375621830,618,2,receive,373390437,2231393
375622302,62,4,receive,373250337,2371965
375622739,774,1,receive,373390624,2232115
375955032,756,1,receive,373390885,2564147
375955506,554,2,receive,373391272,2564234
375956127,196,7,receive,373391318,2564809
375956609,678,1,receive,373391717,2564892
375957077,964,2,receive,373391772,2565305
375957534,724,1,receive,373392160,2565374
375958000,64,4,receive,373354344,2603656
375958478,488,2,receive,373393759,2564719
375958956,798,3,receive,373393968,2564988
375959418,320,4,receive,373394395,2565023
376188542,222,2,receive,373395466,2793076
376189028,778,5,receive,373395541,2793487
376189613,778,6,receive,373395881,2793732
376190098,32,3,receive,373285087,2905011
376190581,206,4,receive,373396720,2793861
376191061,336,1,receive,373396941,2794120
376191530,2,6,receive,373393761,2797769
376191993,766,2,receive,373397603,2794390
376192458,352,1,receive,373355333,2837125
376192933,164,2,receive,373287511,2905422
376422645,434,1,receive,373398867,3023778
376423133,804,1,receive,373398932,3024201
376423706,456,2,receive,373399942,3023764
376424174,858,1,receive,373343766,3080408
376424643,612,2,receive,373391742,3032901
376425123,150,5,receive,373400589,3024534
376425589,330,1,receive,373400981,3024608
376426053,560,1,receive,373401198,3024855
376426509,204,2,receive,373401651,3024858
376426987,564,1,receive,373401672,3025315
376645937,222,3,receive,373402437,3243500
376646412,778,7,receive,373402673,3243739
376647014,230,4,receive,373403215,3243799
376647477,586,1,receive,373403229,3244248
376647944,670,3,receive,373403888,3244056
376648434,982,1,receive,373404064,3244370
376648907,592,2,receive,373404299,3244608
376649384,554,3,receive,373404704,3244680
376649853,994,1,receive,373404655,3245198
376878094,634,4,receive,373405133,3472961
376878577,634,5,receive,373405599,3472978
376879213,426,6,receive,373405950,3473263
376879680,964,3,receive,373407361,3472319
376880163,316,2,receive,373407547,3472616
376880643,844,1,receive,373407892,3472751
376881126,586,2,receive,373408806,3472320
376881585,566,1,receive,373360373,3521212
376882069,482,1,receive,373410119,3471950
376882553,370,1,receive,373410438,3472115
377095433,836,1,receive,373411253,3684180
377095885,836,2,receive,373411872,3684013
377096441,54,2,receive,373411868,3684573
377096866,150,6,receive,373412059,3684807
377097301,252,2,receive,373415349,3681952
377097736,312,3,receive,373415998,3681738
377098171,448,2,receive,373327134,3771037
377098605,238,1,receive,373416159,3682446
377099056,312,4,receive,373416340,3682716
377099528,396,1,receive,373416732,3682796
377316922,868,4,receive,373416750,3900172
377317518,640,2,receive,373417199,3900319
377317993,318,1,receive,373417412,3900581
377318442,746,1,receive,373420030,3898412
377318889,530,2,receive,373420076,3898813
377319335,192,2,receive,373420126,3899209
377319792,810,1,receive,373420516,3899276
377320242,502,1,receive,373422960,3897282
377320680,888,1,receive,373423157,3897523
377321130,892,1,receive,373424788,3896342
377539296,896,1,receive,373425194,4114102
377539865,244,1,receive,373425208,4114657
377540344,924,1,receive,373425571,4114773
377540795,82,3,receive,373387972,4152823
377541241,964,4,receive,373427070,4114171
377541690,300,2,receive,373427165,4114525
377542151,492,3,receive,373427954,4114197
377542589,332,2,receive,373417168,4125421
377543025,166,4,receive,373430014,4113011
377543459,428,1,receive,373430101,4113358
377768522,792,1,receive,373430663,4337859
377768982,450,1,receive,373431662,4337320
377769570,582,2,receive,373432544,4337026
377770045,506,1,receive,373432861,4337184
377770528,538,1,receive,373433495,4337033
377770983,478,1,receive,373433985,4336998
377771462,230,5,receive,373434750,4336712
377771910,498,1,receive,373436296,4335614
377772351,964,5,receive,373438204,4334147
377977010,166,5,receive,373438419,4538591
377977470,300,3,receive,373438927,4538543
377978094,224,1,receive,373439255,4538839
377978552,124,1,receive,373430406,4548146
377979074,860,1,receive,373336252,4642822
377979516,486,6,receive,373440016,4539500
377979969,136,1,receive,373374011,4605958
377980442,258,1,receive,373440131,4540311
377980931,788,1,receive,373440383,4540548
377981378,584,1,receive,373440677,4540701
378217008,860,2,receive,373442319,4774689
378217477,972,3,receive,373442573,4774904
378218106,352,2,receive,373443173,4774933
378218571,598,2,receive,373443786,4774785
378219031,312,5,receive,373444006,4775025
378219485,612,3,receive,373444252,4775233
378219957,868,5,receive,373446264,4773693
378220425,150,7,receive,373447583,4772842
378220881,730,3,receive,373448020,4772861
378221336,964,6,receive,373450038,4771298
378415653,358,1,receive,373450130,4965523
378416107,364,1,receive,373450269,4965838
378416707,430,1,receive,373450892,4965815
378417153,240,1,receive,373451132,4966021
378417678,312,6,receive,373451246,4966432
378634694,656,1,receive,373452049,5182645
378635243,284,2,receive,373428397,5206846
378635706,696,1,receive,373453421,5182285
378636198,362,1,receive,373453682,5182516
378636647,320,5,receive,373453829,5182818
378637106,252,3,receive,373455163,5181943
378637575,274,2,receive,373407508,5230067
378638030,338,2,receive,373455536,5182494
378638519,510,1,receive,373456262,5182257
378638980,730,4,receive,373457374,5181606
378810604,868,6,receive,373457618,5352986
378811301,420,1,receive,373457777,5353524
378811785,456,3,receive,373458002,5353783
378812254,240,2,receive,373458406,5353848
378812704,228,1,receive,373458664,5354040
378813154,404,1,receive,373458775,5354379
378813598,766,3,receive,373459094,5354504
378814073,606,1,receive,373459342,5354731
378814533,356,1,receive,373459582,5354951
378998503,908,1,receive,373460048,5538455
378998967,304,1,receive,373460382,5538585
378999531,236,1,receive,373460929,5538602
379000007,178,1,receive,373391181,5608826
379000467,500,1,receive,373461772,5538695
379000974,598,3,receive,373462312,5538662
379002098,616,1,receive,373463550,5538548
379002573,334,1,receive,373464651,5537922
379177564,360,1,receive,373465058,5712506
379178008,634,6,receive,373465210,5712798
379178570,252,4,receive,373467636,5710934
379179017,274,3,receive,373467950,5711067
379179511,282,1,receive,373468146,5711365
379179980,456,4,receive,373468388,5711592
379180442,352,3,receive,373468467,5711975
379180888,932,1,receive,373468666,5712222
379181329,204,3,receive,373469146,5712183
379181774,292,1,receive,373469744,5712030
379345817,818,3,receive,373470014,5875803
379346310,492,4,receive,373470026,5876284
