receive_timestamp,source_vehicle,message_id,event_type,send_timestamp,latency_us
347329382390,8,1,receive,347329382229,161
347329382610,6,1,receive,347329382248,362
347329382797,10,1,receive,347329382342,455
347329383201,2,1,receive,347329383146,55
347329383537,4,1,receive,347329383246,291
347329383779,26,1,receive,347329383248,531
347329384269,24,1,receive,347329384150,119
347329384459,12,1,receive,347329384164,295
347329388834,22,1,receive,347329387221,1613
347329389143,16,1,receive,347329387225,1918
347329389388,20,1,receive,347329387217,2171
347329389650,14,1,receive,347329387231,2419
347329389891,30,1,receive,347329387273,2618
347329390137,18,1,receive,347329387295,2842
347329390376,28,1,receive,347329389370,1006
347334383613,26,2,receive,347334383393,220
347334384716,24,2,receive,347334384286,430
347335387534,14,2,receive,347335387362,172
347335387875,18,2,receive,347335387416,459
347335390008,28,2,receive,347335389569,439
347336382516,6,2,receive,347336382362,154
347336384484,12,2,receive,347336384309,175
347337383513,4,2,receive,347337383375,138
347337387563,20,2,receive,347337387432,131
347338383428,2,2,receive,347338383270,158
347338387419,16,2,receive,347338387359,60
347339382511,8,2,receive,347339382341,170
347339383167,10,2,receive,347339382734,433
347339388047,22,2,receive,347339387357,690
347339388293,30,2,receive,347339387413,880
347340384997,24,3,receive,347340384424,573
347341383814,26,3,receive,347341383675,139
347341387577,14,3,receive,347341387511,66
347341390074,28,3,receive,347341389719,355
347342387697,18,3,receive,347342387562,135
347344382773,6,3,receive,347344382536,237
347344383082,10,3,receive,347344382896,186
347344383698,2,3,receive,347344383451,247
347344387873,22,3,receive,347344387462,411
347345384590,12,3,receive,347345384460,130
347345387538,16,3,receive,347345387476,62
347345387901,30,3,receive,347345387532,369
347346387935,20,3,receive,347346387673,262
347347383758,4,3,receive,347347383627,131
347347384570,26,4,receive,347347384146,424
347347390067,28,4,receive,347347389882,185
347349382990,8,3,receive,347349382484,506
347349387844,18,4,receive,347349387721,123
347350383786,2,4,receive,347350383577,209
347350384816,24,4,receive,347350384736,80
347351382848,6,4,receive,347351382737,111
347351387707,14,4,receive,347351387615,92
347351388087,22,4,receive,347351387635,452
347352388058,20,4,receive,347352387829,229
347353384470,26,5,receive,347353384341,129
347354383114,10,4,receive,347354383009,105
347354387651,16,4,receive,347354387589,62
347354388104,30,4,receive,347354387998,106
347354388479,18,5,receive,347354388005,474
347355383217,8,4,receive,347355382694,523
347355384856,12,4,receive,347355384700,156
347355385426,24,5,receive,347355385145,281
347355390090,28,5,receive,347355390007,83
347357383117,6,5,receive,347357382977,140
347357383805,2,5,receive,347357383728,77
347357384165,4,4,receive,347357383800,365
347358384714,26,6,receive,347358384570,144
347359388029,16,5,receive,347359387720,309
347359388310,14,5,receive,347359387781,529
347360385882,24,6,receive,347360385720,162
347360387820,22,5,receive,347360387750,70
347360388291,30,5,receive,347360388205,86
347360390356,28,6,receive,347360390148,208
347361388483,20,5,receive,347361387996,487
347362383434,6,6,receive,347362383148,286
347362383819,10,5,receive,347362383181,638
347362384173,2,6,receive,347362384080,93
347363385134,12,5,receive,347363384993,141
347364389039,18,6,receive,347364388886,153
347365383053,8,5,receive,347365382850,203
347365390436,28,7,receive,347365390309,127
347366384585,4,5,receive,347366384023,562
347366388038,22,6,receive,347366387912,126
347366389064,30,6,receive,347366388353,711
347366389290,20,6,receive,347366388411,879
347368384794,2,7,receive,347368384667,127
347368385147,26,7,receive,347368384792,355
347368388066,14,6,receive,347368387914,152
347369383426,6,7,receive,347369383313,113
347369387990,16,6,receive,347369387923,67
347370385456,12,6,receive,347370385305,151
347370386053,24,7,receive,347370385970,83
347371389504,18,7,receive,347371389006,498
347372383986,10,6,receive,347372383471,515
347373383222,8,6,receive,347373383026,196
347374384298,4,6,receive,347374384191,107
347374388599,30,7,receive,347374388514,85
347374390593,28,8,receive,347374390461,132
347375383983,6,8,receive,347375383472,511
347375385796,12,7,receive,347375385512,284
347375388111,22,7,receive,347375388017,94
347376388731,20,7,receive,347376388542,189
347377384262,10,7,receive,347377383729,533
347378385025,2,8,receive,347378384821,204
347378385326,26,8,receive,347378384967,359
347378388189,14,7,receive,347378388063,126
347378388752,16,7,receive,347378388095,657
