receive_timestamp,source_vehicle,message_id,event_type,send_timestamp,latency_us
262794806663,526,1,receive,262794732762,73901
262794807334,348,1,receive,262794733707,73627
262794807845,508,1,receive,262794734772,73073
262794808387,836,1,receive,262794737218,71169
262794808926,792,1,receive,262794738039,70887
262794809430,762,1,receive,262794738054,71376
262794809949,820,1,receive,262794738579,71370
262794900084,168,1,receive,262794739068,161016
262794900647,454,1,receive,262794739055,161592
262794904285,354,1,receive,262794739204,165081
262794904854,840,1,receive,262794739718,165136
262794905452,388,1,receive,262794699467,205985
262794984267,488,1,receive,262794741721,242546
262794984859,92,1,receive,262794651844,333015
262794985497,816,1,receive,262794745511,239986
262794986133,202,1,receive,262794745539,240594
262794986763,244,1,receive,262794745732,241031
262794987411,212,1,receive,262794749217,238194
262795104224,432,1,receive,262794657302,446922
262795104888,178,1,receive,262794679202,425686
262795105528,352,1,receive,262794747193,358335
262795106190,610,1,receive,262794753207,352983
262795106839,634,1,receive,262794756062,350777
262795107505,540,1,receive,262794759061,348444
262795202040,786,1,receive,262794759277,442763
262795202712,494,1,receive,262794759442,443270
262795203395,482,1,receive,262794759783,443612
262795204080,838,1,receive,262794760973,443107
262795204763,736,1,receive,262794761059,443704
262795309667,712,1,receive,262794765916,543751
262795310342,606,1,receive,262794767049,543293
262795311016,594,1,receive,262794771037,539979
262795311684,62,1,receive,262794771460,540224
262795395494,236,1,receive,262794669024,726470
262795396168,356,1,receive,262794775038,621130
262795396949,724,1,receive,262794775084,621865
262795397574,722,1,receive,262794775712,621862
262795398245,788,1,receive,262794776734,621511
262795398904,638,1,receive,262794777049,621855
262795491312,466,1,receive,262794779063,712249
262795491966,754,1,receive,262794779855,712111
262795492625,744,1,receive,262794782098,710527
262795493300,718,1,receive,262794784101,709199
262795594651,58,1,receive,262794634580,960071
262795595293,852,1,receive,262794785938,809355
262795595969,842,1,receive,262794787098,808871
262795596977,140,1,receive,262794705034,891943
262795597662,874,1,receive,262794790712,806950
262795689441,608,1,receive,262794791047,898394
262795690108,740,1,receive,262794791185,898923
262795690753,862,1,receive,262794791404,899349
262795691426,586,1,receive,262794773034,918392
262795692111,680,1,receive,262794800964,891147
262795692792,556,1,receive,262794801210,891582
262795806776,80,1,receive,262794753077,1053699
262795807572,810,1,receive,262794800687,1006885
262795808225,682,1,receive,262794803273,1004952
262795808900,848,1,receive,262794804357,1004543
262795809499,688,1,receive,262794805146,1004353
262795915163,670,1,receive,262794805425,1109738
262795915812,706,1,receive,262794805754,1110058
262795916468,532,1,receive,262794804039,1112429
262795930745,866,1,receive,262794807290,1123455
262795931403,846,1,receive,262794808433,1122970
262796011320,700,1,receive,262794808661,1202659
262796012004,666,1,receive,262794808832,1203172
262796012664,726,1,receive,262794809152,1203512
262796013335,886,1,receive,262794809654,1203681
262796013994,280,1,receive,262794804038,1209956
262796014641,534,1,receive,262794810019,1204622
262796132376,742,1,receive,262794810046,1322330
262796133048,734,1,receive,262794805975,1327073
262796133727,738,1,receive,262794804564,1329163
262796134406,578,1,receive,262794813571,1320835
262796135088,614,1,receive,262794818064,1317024
262796135758,766,1,receive,262794818592,1317166
262796258682,814,1,receive,262794819547,1439135
262796259369,760,1,receive,262794820818,1438551
262796260087,620,1,receive,262794817830,1442257
