timestamp,source_vehicle,message_id,event_type
18841394788,14,1,send
18841444078,14,2,send
18841472058,14,3,send
18841475441,14,4,send
18841506824,14,5,send
18841549873,14,6,send
18841599297,14,7,send
18841601473,14,8,send
18841626725,14,9,send
18841630907,14,10,send
18841636058,14,11,send
18841677104,14,12,send
18841883395,14,13,send
18841988292,14,14,send
18842195627,14,15,send
18842204833,14,16,send
18842269743,14,17,send
18842309813,14,18,send
18842387141,14,19,send
18842430069,14,20,send
18842476906,14,21,send
18842561832,14,22,send
18842607757,14,23,send
18842677771,14,24,send
18842686819,14,25,send
18842723776,14,26,send
18842800224,14,27,send
18842843430,14,28,send
18842882691,14,29,send
18842913534,14,30,send
18842994464,14,31,send
18843042071,14,32,send
18843061400,14,33,send
18843121704,14,34,send
18843173038,14,35,send
18843230747,14,36,send
18843265218,14,37,send
18843347304,14,38,send
18843411895,14,39,send
18843414131,14,40,send
18843464420,14,41,send
18843536601,14,42,send
18843616196,14,43,send
18843635273,14,44,send
18843667206,14,45,send
18843733300,14,46,send
18843787438,14,47,send
18843843936,14,48,send
18843883162,14,49,send
18843939251,14,50,send
18843978193,14,51,send
18844049847,14,52,send
18844060154,14,53,send
18844113398,14,54,send
18844202324,14,55,send
18844239667,14,56,send
18844286345,14,57,send
18844342868,14,58,send
18844406050,14,59,send
18844429721,14,60,send
18844487736,14,61,send
18844574838,14,62,send
18844597597,14,63,send
18844675085,14,64,send
18844725258,14,65,send
18844764178,14,66,send
18844790876,14,67,send
18844862447,14,68,send
18844935441,14,69,send
18844982662,14,70,send
18845010301,14,71,send
18845067370,14,72,send
18845133785,14,73,send
18845193233,14,74,send
18845214965,14,75,send
18845278321,14,76,send
18845328696,14,77,send
18845347970,14,78,send
18845413135,14,79,send
18845461704,14,80,send
18845517060,14,81,send
18845572328,14,82,send
18845644118,14,83,send
18845676898,14,84,send
18845719178,14,85,send
18845803012,14,86,send
18845827191,14,87,send
18845862317,14,88,send
18845922510,14,89,send
18845979274,14,90,send
18846046142,14,91,send
18846078990,14,92,send
18846123371,14,93,send
18846191890,14,94,send
18846227896,14,95,send
18846272110,14,96,send
18846323840,14,97,send
18846334099,14,98,send
18846391104,14,99,send
18846443086,14,100,send
18846471078,14,101,send
18846515943,14,102,send
18846567530,14,103,send
18846630246,14,104,send
18846705121,14,105,send
18846779949,14,106,send
18846823891,14,107,send
18846881837,14,108,send
18846916260,14,109,send
18846953878,14,110,send
18846998358,14,111,send
18847076782,14,112,send
18847097419,14,113,send
18847158256,14,114,send
18847204753,14,115,send
18847261063,14,116,send
18847286745,14,117,send
18847340018,14,118,send
18847395553,14,119,send
18847444380,14,120,send
18847462650,14,121,send
18847523095,14,122,send
18847567326,14,123,send
18847594912,14,124,send
18847667826,14,125,send
18847700263,14,126,send
18847753422,14,127,send
18847799304,14,128,send
18847838218,14,129,send
18847856039,14,130,send
18847880340,14,131,send
18847960524,14,132,send
18847994360,14,133,send
18848058371,14,134,send
18848091523,14,135,send
18848113232,14,136,send
18848156546,14,137,send
18848193621,14,138,send
18848249741,14,139,send
18848285291,14,140,send
