timestamp,source_vehicle,message_id,event_type
373534220,264,1,send
373604952,264,2,send
373610187,264,3,send
373631625,264,4,send
373687689,264,5,send
373706264,264,6,send
373724471,264,7,send
373743212,264,8,send
373784405,264,9,send
373821532,264,10,send
374045031,264,11,send
374335365,264,12,send
374556333,264,13,send
374828199,264,14,send
375061545,264,15,send
375349939,264,16,send
375510484,264,17,send
375820856,264,18,send
376038790,264,19,send
376283359,264,20,send
376565720,264,21,send
376788227,264,22,send
377028713,264,23,send
377040934,264,24,send
377289665,264,25,send
377522793,264,26,send
377758160,264,27,send
377971372,264,28,send
378169929,264,29,send
378438127,264,30,send
378599425,264,31,send
378824137,264,32,send
379000328,264,33,send
379193506,264,34,send
379372065,264,35,send
379532029,264,36,send
379669418,264,37,send
379801539,264,38,send
379827628,264,39,send
379997741,264,40,send
380125074,264,41,send
380257553,264,42,send
380382152,264,43,send
380543602,264,44,send
380652586,264,45,send
380765000,264,46,send
380854644,264,47,send
380996411,264,48,send
381073697,264,49,send
381202983,264,50,send
381317652,264,51,send
381401603,264,52,send
381517911,264,53,send
381579352,264,54,send
381656808,264,55,send
381706237,264,56,send
381802013,264,57,send
381866623,264,58,send
381936333,264,59,send
381998326,264,60,send
382123460,264,61,send
382187038,264,62,send
382271018,264,63,send
382338291,264,64,send
382374397,264,65,send
382418135,264,66,send
382464131,264,67,send
382493526,264,68,send
382505729,264,69,send
382551684,264,70,send
382605845,264,71,send
382648159,264,72,send
382677715,264,73,send
382736039,264,74,send
382783211,264,75,send
382829239,264,76,send
382845361,264,77,send
382874598,264,78,send
382924328,264,79,send
382976087,264,80,send
382999490,264,81,send
383030521,264,82,send
383079349,264,83,send
383128083,264,84,send
383138636,264,85,send
383156076,264,86,send
383199857,264,87,send
383244927,264,88,send
383262075,264,89,send
383287522,264,90,send
