timestamp,source_vehicle,message_id,event_type
373440677,584,1,send
373567704,584,2,send
373627012,584,3,send
373704603,584,4,send
373746451,584,5,send
374075258,584,6,send
374126328,584,7,send
374326637,584,8,send
374538851,584,9,send
374742484,584,10,send
374786080,584,11,send
374951893,584,12,send
375184399,584,13,send
375203657,584,14,send
375446280,584,15,send
375646215,584,16,send
376031895,584,17,send
376262901,584,18,send
376509687,584,19,send
376719418,584,20,send
376926510,584,21,send
377130713,584,22,send
377340841,584,23,send
377573354,584,24,send
377803697,584,25,send
377992361,584,26,send
378241631,584,27,send
378417609,584,28,send
378572652,584,29,send
378738079,584,30,send
378756352,584,31,send
378919624,584,32,send
378931103,584,33,send
379115990,584,34,send
379265286,584,35,send
379415578,584,36,send
379541501,584,37,send
379669913,584,38,send
379829527,584,39,send
379955043,584,40,send
380056561,584,41,send
380206068,584,42,send
